"Month","Date","Year","NAME","ADDL.CO.INFO","GeoAddress","City","State"
2,19,2013,"BROOKINGS COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT /(B6)","315 7TH AVENUE, BROOKINGS, SD 57006","BROOKINGS","SD"
2,26,2013,"GREEN COUNTY SHERIFF'S DEPT","ATTN: K-9 UNIT / DEPUTY (B6)","2827 6TH STREET, PO BOX 473, MONROE, WI 53566","MONROE","WI"
2,12,2013,"HOMEWOOD POLICE DEPARTMENT","ATTN: K-9 UNIT","66 BAGBY DRIVE, BIRMINGHAM, AL 35209","BIRMINGHAM","AL"
5,13,2013,"RICHFIELD DEPARTMENT OF PUBLIC SAFETY","ATTN: K-9 UNIT","6700 PORTLAND AVENUE, RICHFIELD, MN 55423","RICHFIELD","MN"
4,5,2013,"HOLMEN POLICE DEPARTMENT","ATTN: K-9 UNIT / OFFICER (B6)","119 WALL ST W, HOLMEN, WI 54636","HOLMEN","WI"
1,10,2013,"(B6)","JOHN LILLEY CORRECTIONAL CTR","ATTN: K-9 UNIT, 105150 NORTH 3670 ROAD, BOLEY, OK 74829","BOLEY","OK"
11,22,2013,"RAMSEY COUNTY SHERIFF","ATTN: K-9 UNIT / (B6)","1411 PAUL KIRKWOLD DRIVE, ARDEN HILLS, MN 55112","ARDEN HILLS","MN"
1,14,2013,"BROWNSBORO POLICE DEPT","ATTN: K-9 UNIT","P.O. BOX 303, 11351 WILLOW ST, BROWNSBORO, TX 75756","BROWNSBORO","TX"
9,3,2013,"(B6)","METHODIST HOSPITAL PHARMACY","FIRST FLOOR, 6500 EXCELSIOR BOULEVARD, ST LOUIS PARK, MN 55426","ST LOUIS PARK","MN"
3,11,2013,"DEPT OF VETERANS AFFAIRS","ATTN: POLICE SERVICES / K-9 UNIT","4100 W. THIRD STREET, DAYTON, OH 45428","DAYTON","OH"
5,3,2013,"METROPOLITAN NASHVILLE PUBLIC SCHOOL","OFFICE OF SCHOOL SECURITY","2601 BRANSFORD AVENUE, NASHVILLE, TN 37204","NASHVILLE","TN"
1,29,2014,"PATHEON API MANUFACTURING, INC.",NA,"309 DELAWARE STREET, BUILDING 1106, GREENVILLE, SC 29605","GREENVILLE","SC"
3,7,2013,"CARROLL SHERIFF'S OFFICE","K-9 UNIT (B6)","114 EAST 6TH STREET, CARROLL, IA 51401","CARROLL","IA"
2,11,2013,"COMAL COUNTY SHERIFFS OFFICE","SPECIAL OPERATION GROUP CANINE UNIT","1297 CHURCHILL ROAD, NEW BRAUNFELS, TX 78130","NEW BRAUNFELS","TX"
2,26,2013,"GRAND BLANC TOWNSHIP POLICE DEPT","ATTN: K-9 UNIT / (B6)","5405 S. SAGINAW STREET, FLINT, MI 48507","FLINT","MI"
3,20,2013,"(B6)","UNIVERSITY OF FLORIDA","SUITE L4-100F  MBI, 1149 S. NEWELL DRIVE, GAINESVILLE, FL 32611","GAINESVILLE","FL"
4,12,2013,"WAVERLY POLICE DEPARTMENT",NA,"111 4TH STREET N.E, WAVERLY, IA 50677","WAVERLY","IA"
3,19,2013,"(B6)","UCSF MEDICAL CENTER","INVESTIGATIONAL DRUG PHARMACY, 1975 4TH STREET, ROOM C6984, SAN FRANCISCO, CA 94158","SAN FRANCISCO","CA"
5,1,2014,"WATKINS PARK ANIMAL MEDICAL CENTER, LLC",NA,"60 WATKINS PARK DRIVE, UPPER MARLBORO, MD 20774","UPPER MARLBORO","MD"
3,18,2013,"KIT CARSON COUNTY SHERIFF'S OFFICE",NA,"251 16TH STREET, SUITE 103, BURLINGTON, CO 80807","BURLINGTON","CO"
6,2,2014,"NATIONAL PARK SERVICE","LAKE MEAD NATIONAL RECREATION AREA","ATTN: K-9 UNIT / , 260 LAKESHORE DRIVE, BOULDER CITY, NV 89005","BOULDER CITY","NV"
2,14,2013,"VERNON PARISH SHERIFFS OFFICE","ATTN: NARCOTICS TASK FORCE/(B6)","203 SOUTH 3RD STREET, PO BOX 649, LEESVILLE, LA 71446","LEESVILLE","LA"
11,10,2014,"(B6)","CUSTER COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT, 300 N 7TH STREET, ARAPAHO, OK 73620","ARAPAHO","OK"
6,8,2015,"(B6)","CENTER FOR NEUROSCIENCES","2450 E RIVER ROAD, ROOM 123, TUCSON, AZ 85718","TUCSON","AZ"
2,5,2015,"OSSEO POLICE DEPARTMENT","ATTN: K-9 UNIT/(B6)","13712 8TH STREET, P.O. BOX 308, OSSEO, WI 54758","OSSEO","WI"
5,29,2015,"(B6)","DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS","4900 MUELLER BLVD., 4TH FLOOR - PHARMACY, AUSTIN, TX 78723","AUSTIN","TX"
7,24,2015,"(B6)","WOMEN AND CHILDRENS HOSPITAL OF BUFFALO","219 BRYANT STREET, BUFFALO, NY 14222","BUFFALO","NY"
5,29,2015,"(B6)","LIMITED TO OFFICIAL DUTIES FOR MUSC","MUSC-DEPARTMENT OF NEUROSCIENCES, 96 JONATHAN LUCAS, CSB HE314H, MSC 606, CHARLESTON, SC 29425","CHARLESTON","SC"
11,26,2014,"NANCE COUNTY SHERIFF'S DEPARTMENT","ATTN: K-9 UNIT","209 ESTHER STREET, FULLERTON, NE 68638","FULLERTON","NE"
4,3,2015,"(B6)",NA," , INDIANAPOLIS, IN 46256","INDIANAPOLIS","IN"
4,17,2015,"(B6)","OREGON HEALTH AND SCIENCE UNIVERSITY","3303 SW BOND AVE, SUITE 12106, PORTLAND, OR 97239","PORTLAND","OR"
7,21,2015,"(B6)","CONSULTANTS IN EPILEPSY & NEUROLOGY PLLC","1499 W HAYS STREET, BOISE, ID 83702","BOISE","ID"
5,19,2015,"(B6)","ARKANSAS CHILDRENS HOSPITAL","1 CHILDRENS WAY, LITTLE ROCK, AR 72202","LITTLE ROCK","AR"
6,4,2015,"(B6)","UNIVERSITY OF CHICAGO","WYLER PAVILION, 5841 S MARYLAND AVE, ROOM C376, MC3505, CHICAGO, IL 60637","CHICAGO","IL"
1,13,2016,"(B6)","STANFORD UNIVERSITY","725 WELCH ROAD ROOM 2600, PALO ALTO, CA 94304","PALO ALTO","CA"
4,29,2015,"(B6)","AXCESS MEDICAL RESEARCH","13005 SOUTHERN BLVD, SUITE 214, LOXAHATCHEE, FL 33470","LOXAHATCHEE","FL"
10,16,2015,"(B6)","CONNECTICUT CHILDRENS MEDICAL CENTER","282 WASHINGTON ST., HARTFORD, CT 6106","HARTFORD","CT"
9,8,2015,"(B6)","THE SCRIPPS RESEARCH INSTITUTE","3030 SCIENCE PARK ROAD, ROOM SP30-2400, SAN DIEGO, CA 92121","SAN DIEGO","CA"
1,9,2015,"SLIDELL POLICE DEPARTMENT","ATTN: K-9 UNIT","2112 SGT ALFRED DRIVE, SLIDELL, LA 70458","SLIDELL","LA"
2,12,2015,"BOONE COUNTY SHERIFFS DEPARTMENT","ATTN: K-9 UNIT","2121 COUNTY DRIVE, COLUMBIA, MO 65202","COLUMBIA","MO"
8,6,2015,"(B6)","PEDIATRIC EPILEPSY & NEUROLOGY SPECIALIST","508 S HABANA AVENUE, SUITE 140, TAMPA, FL 33609","TAMPA","FL"
3,30,2015,"PSP K9 INTERNATIONAL",NA,"1100 E JASMINE, SUITE 201, MCALLEN, TX 78501","MCALLEN","TX"
6,8,2015,"(B6)","GEORGIA REGENTS UNIVERSITY","ORAL BIOLOGY COLLEGE OF DENTAL MEDICINE, 1120 15TH ST CL2140, AUGUSTA, GA 30912","AUGUSTA","GA"
1,8,2015,"BRUNSWICK POLICE DEPT","ATTN: K-9 UNIT / (B6)","1200 ALBANY ST., BRUNSWICK, GA 31520","BRUNSWICK","GA"
5,29,2015,"(B6)","CHILDREN'S HOSPITAL OF ALABAMA","1600 7TH AVE SOUTH, ROOM 23631, BIRMINGHAM, AL 35233","BIRMINGHAM","AL"
9,30,2015,"(B6)","CHILDRENS HOSPITAL OF LA","DEPT OF PHARMACY ROOM 1401A, 4650 W SUNSET BLVD, LOS ANGELES, CA 90027","LOS ANGELES","CA"
7,17,2015,"(B6)",NA," , NORFOLK, VA 23510","NORFOLK","VA"
4,21,2015,"TENNESSEE DEPARTMENT OF AGRICULTURE",NA,"436 HOGAN ROAD, NASHVILLE, TN 37220","NASHVILLE","TN"
12,5,2014,"MADISON COUNTY SHERIFF'S OFFICE",NA,"1998 NE ROCKY FORD ROAD, MADISON, FL 32340","MADISON","FL"
1,2,2015,"PUTNAM POLICE DEPARTMENT","K-9 DIVISION","189 CHURCH STREET, PUTNAM, CT 6260","PUTNAM","CT"
12,10,2014,"DEUEL COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","718 3RD STREET, CHAPPELL, NE 69129","CHAPPELL","NE"
1,26,2015,"CARROLLTON POLICE DEPARTMENT","ATTN: K-9 UNIT","206 W WASHINGTON STREET, CARROLLTON, MO 64633","CARROLLTON","MO"
5,28,2015,"(B6)","UNIV OF MICHIGAN","1150 W MEDICAL CENTER DR 1301 MSRB3, ANN ARBOR, MI 48109","ANN ARBOR","MI"
7,9,2015,"(B6)","COOK CHILDRENS MEDICAL CENTER","1500 COOPER STREET 5TH FLOOR, FORT WORTH, TX 76104","FORT WORTH","TX"
2,19,2015,"(B6)","OHIO STATE UNIV-COLL OF VET MED","1925 COFFEY ROAD, COLUMBUS, OH 43210","COLUMBUS","OH"
3,3,2015,"WARREN COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT/(B6)","121 NORTH A STREET, MONMOUTH, IL 61462","MONMOUTH","IL"
12,22,2014,"LA PLATA COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT/(B6)","742 TURNER DRIVE, DURANGO, CO 81303","DURANGO","CO"
3,15,2016,"GEISINGER MEDICAL CENTER,,","(B6)","PHARMACY DEPARTMENT 42-01, 100 NORTH ACADEMY AVENUE, DANVILLE, PA 17822","DANVILLE","PA"
3,10,2015,"(B6)","MARY BRIDGE CHILDRENS HEALTH CENTER","311 SOUTH L STREET CLINIC PHARMACY, TACOMA, WA 98415","TACOMA","WA"
4,13,2015,"(B6)","UNIVERSITY OF COLORADO SCHOOL OF MEDICINE","12700 E19 AVE, B146 RM10440, AURORA, CO 80045","AURORA","CO"
6,10,2015,"(B6)","THE COMPREHENSIVE EPILEPSY CARE CENTER","3009 N BALLAS RD, BUILDING A, STE 129A, SAINT LOUIS, MO 63131","SAINT LOUIS","MO"
12,8,2014,"WEST BLOOMFIELD TOWNSHIP POLICE DEPT","ATTN: K-9 UNIT / (B6)","4530 WALNUT LAKE ROAD, WEST BLOOMFIELD, MI 48323","WEST BLOOMFIELD","MI"
2,23,2015,"PIPESTONE COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT / (B6)","416 SOUTH HIAWATHA AVENUE, PO BOX 220, PIPESTONE, MN 56164","PIPESTONE","MN"
7,31,2015,"(B6)","SHANDS TEACHING HOSP","DEPT OF PHARMACY, 1600 SW ARCHER ROAD ROOM G-539, GAINESVILLE, FL 32610","GAINESVILLE","FL"
2,2,2015,"TIPTON POLICE DEPARTMENT","ATTN: K-9 UNIT","407 LYNN ST, TIPTON, IA 52772","TIPTON","IA"
6,6,2011,"VILLAGE OF SKOKE POLICE DEPT.","ATTN: K-9 UNIT","7300 NILES CENTER ROAD, SKOKIE, IL 60077","SKOKIE","IL"
7,14,2011,"MANISTEE COUNTY SHERIFF'S OFFICE","ATTN; K-9 UNIT","1525 E. PARKDALE AVENUE, MANISTEE, MI 49660","MANISTEE","MI"
8,18,2011,"SABINAL POLICE DEPARTMENT","ATTN: K-9 UNIT","501 NORTH CENTER, P.O. BOX  838, SABINAL, TX 78881","SABINAL","TX"
11,2,2011,"PEACHTREE CITY POLICE DEPARTMENT","ATTN: K-9 UNIT: B6","350 SOUTH HIGHWAY 74, PEACHTREE CITY, GA 30269","PEACHTREE CITY","GA"
6,10,2011,"TEXARKANA TEXAS POLICE","CHARLES CARTER","100 N. STATELINE AVE, BOX 16, TEXARKANA, TX 75501","TEXARKANA","TX"
6,16,2011,"SAN ANTONIO POLICE DEPT. K-9 UNIT","ATTN: K-9 UNIT","2614 ENOS ST., SAN ANTONIO, TX 78235","SAN ANTONIO","TX"
9,26,2011,"(B6)","TULANE NATIONAL PRIMATE RESEARCH CENTER","18703 THREE RIVERS ROAD, COVINGTON, LA 70433","COVINGTON","LA"
8,16,2011,"U.S. FOREST SERVICE","ATTN: B6","1150 FOREST STREET, NORWOOD, CO 81423","NORWOOD","CO"
7,19,2011,"HAMMONTON POLICE DEPARTMENT","ATTN: K-9 UNIT","100 CENTRAL AVENUE, HAMMONTON, NJ 8037","HAMMONTON","NJ"
7,5,2011,"(B6)","NATIONAL PARK SERVICE","CHICKASAW NATIONAL RECREATION AREA, PLATT RANGER STATION 46 BISON ROAD, SULPHUR, OK 73086","SULPHUR","OK"
10,16,2012,"ST. MARYS POLICE DEPARTMENT","ATTN: K-9 UNIT","418 2ND STREET, SAINT MARYS, WV 26170","SAINT MARYS","WV"
12,1,2011,"SALINE COUNTY PROSECUTING ATTORNEY","(B6)","102 SOUTH MAIN STREET, BENTON, AR 72015","BENTON","AR"
7,19,2011,"(B6)","STEPHENS COUNTY SHERIFF'S OFFICE","ATTN:  K-9 UNIT/, 101 SOUTH 11TH, ROOM 104, DUNCAN, OK 73533","DUNCAN","OK"
9,28,2011,"(B6)","THERMO SCIENTIFIC PORTABLE ANALYTICAL INSTRUMENTS, INC.","2 RADCLIFF ROAD, TEWKSBURY, MA 1876","TEWKSBURY","MA"
8,2,2011,"VALENTINE POLICE DEPARTMENT","ATTN: K-9 UNIT","365 N MAIN STREET, SUITE 10, VALENTINE, NE 69201","VALENTINE","NE"
6,5,2013,"CARMI POLICE DEPARTMENT","ATTN: K-9 UNIT","225 E MAIN STREET, CARMI, IL 62821","CARMI","IL"
2,18,2014,"KASSEBURG CANINE TRAINING","(B6)","767 HILLSBORO CIRCLE, NEW MARKET, AL 35761","NEW MARKET","AL"
6,13,2013,"DECATUR POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","112 S. 7TH ST., DECATUR, IN 46733","DECATUR","IN"
6,7,2013,"UNITED STATES PROBATION","EASTERN DISTRICT OF MISSOURI","111 SOUTH 10TH STREET, SAINT LOUIS, MO 63102","SAINT LOUIS","MO"
8,22,2013,"(B6)","C.O.M.I.T.","4307 N. WALNUT, OKLAHOMA CITY, OK 73105","OKLAHOMA CITY","OK"
8,21,2013,"BRECKENRIDGE POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","515 DACOTAH AVENUE, BRECKENRIDGE, MN 56520","BRECKENRIDGE","MN"
8,19,2013,"GROVETOWN DEPARTMENT OF PUBLIC SAFETY","ATTN: K-9 UNIT","113 E ROBINSON AVENUE, GROVETOWN, GA 30813","GROVETOWN","GA"
6,20,2013,"THIBODAUX POLICE DEPARTMENT","ATTN: K-9 UNIT","1309 CANAL BLVD., THIBODAUX, LA 70301","THIBODAUX","LA"
10,1,2013,"WAYNE COUNTY SHERIFFS OFFICE","(B6)","ATTN: K-9 UNIT, 266 EAST WALNUT ST., JESUP, GA 31545","JESUP","GA"
7,3,2013,"SCRANTON POLICE DEPT.",NA,"100 S. WASHINGTON AVE., SCRANTON, PA 18503","SCRANTON","PA"
7,15,2013,"ASTATULA POLICE DEPARTMENT","ATTN: K-9 UNIT","25019 COUNTY ROAD 561, ASTATULA, FL 34705","ASTATULA","FL"
11,14,2013,"(B6)","NYU COMPREHENSIVE EPILEPSY CENTER","223 EAST 34TH STREET, NEW YORK, NY 10016","NEW YORK","NY"
8,12,2013,"TOOELE DRUG AND GANG TASK FORCE","TOOELE CITY POLICE DEPARTMENT","ATTN: OFFICER , CANINE UNIT, 323 NORTH MAIN STREET, TOOELE, UT 84074","TOOELE","UT"
7,9,2013,"(B6)","LOGAN COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT, 216 S BROAD, GUTHRIE, OK 73044","GUTHRIE","OK"
8,5,2013,"(B6)",NA," , PONCE, PR 717","PONCE","PR"
9,20,2013,"BEEBE POLICE DEPARTMENT","ATTN: K-9 UNIT","201 W ILLINOIS STREET, BEEBE, AR 72012","BEEBE","AR"
6,28,2013,"CITY OF EL PASO POLICE DEPARTMENT","ATTN: K-9 UNIT","540 E MAIN ST, EL PASO, IL 61738","EL PASO","IL"
7,8,2013,"ALLEN COUNTY SHERIFF DEPARTMENT","ATTN: K-9 UNIT / (B6)","1 E MAIN STREET, SUITE 254, FORT WAYNE, IN 46802","FORT WAYNE","IN"
9,25,2013,"HOT SPRINGS NATIONAL PARK","PROTECTION DIVISION /  K-9 UNIT","101 RESERVE STREET, HOT SPRINGS NATIONAL PARK, AR 71901","HOT SPRINGS NATIONAL PARK","AR"
10,15,2013,"(B6)","VIRGINIA COMMONWEALTH UNIVERSITY","410 N. 12TH STREET, ROOM 760A, RICHMOND, VA 23298","RICHMOND","VA"
8,27,2013,"LINCOLN COUNTY SHERIFF'S DEPARTMENT","ATTN: K-9 UNIT","65 BUSINESS PARK DRIVE, TROY, MO 63379","TROY","MO"
7,12,2013,"(B6)","DICK CONNER CORRECTIONAL CENTER / K-9 UNIT","129 CONNER ROAD, HOMINY, OK 74035","HOMINY","OK"
10,31,2013,"(B6)","HOSPICE OF THE WESTERN RESERVE","300 EAST 185TH STREET, CLEVELAND, OH 44119","CLEVELAND","OH"
7,8,2013,"LOWER HEIDELBERG TOWNSHIP POLICE DEPT","ATTN: K-9 UNIT","720 BROWNSVILLE ROAD, READING, PA 19608","READING","PA"
1,10,2014,"ORGANIX INC,",NA,"240 SALEM STREET, WOBURN, MA 1801","WOBURN","MA"
7,24,2013,"FARWELL POLICE DEPARTMENT",NA,"100 9TH STREET, P O BOX 338, FARWELL, TX 79325","FARWELL","TX"
6,12,2013,"CATALENT CTS, LLC",NA,"10245 HICKMAN MILLS DRIVE, KANSAS CITY, MO 64137","KANSAS CITY","MO"
6,12,2013,"CATALENT CTS, LLC",NA,"10245 HICKMAN MILLS DRIVE, KANSAS CITY, MO 64137","KANSAS CITY","MO"
11,18,2013,"CATALENT CTS, LLC",NA,"10245 HICKMAN MILLS DRIVE, KANSAS CITY, MO 64137","KANSAS CITY","MO"
6,18,2013,"947TH MP DET FORT MYER","(B6)","270 FORREST CIRCLE, FT, MYER, VA 22211","FT, MYER","VA"
4,24,2013,"(B6)","COLLINSVILLE POLICE DEPARTMENT","ATTN: K-9 UNIT, 1023 WEST CENTER STREET, COLLINSVILLE, OK 74021","COLLINSVILLE","OK"
4,10,2013,"HARRIS COUNTY CONSTABLE'S OFFICE","PCT 8","ATTN: K-9 UNIT, 16603 BUCCANEER LANE, #104, HOUSTON, TX 77062","HOUSTON","TX"
3,20,2015,"GLENVILLE POLICE DEPARTMENT","ATTN: K-9 UNIT","20 NORTH COURT ST., GLENVILLE, WV 26351","GLENVILLE","WV"
6,3,2013,"AVERY COUNTY SHERIFF'S OFFICE","(B6)-ATTN: K-9 UNIT","300 SCHULTZ CIRCLE, PO BOX 426, NEWLAND, NC 28657","NEWLAND","NC"
1,20,2015,"EMPORIA POLICE DEPARTMENT","ATTN: K-9 UNIT","310 BUDD STREET, EMPORIA, VA 23847","EMPORIA","VA"
6,11,2013,"(B6)","TRIWEST RESEARCH ASSOCIATES","SUITE 201, 300 SOUTH PIERCE STREET, EL CAJON, CA 92020","EL CAJON","CA"
5,31,2013,"UNIONTOWN CITY POLICE DEPARTMENT","ATTN: B6","45 PENN STREET, UNIONTOWN, PA 15401","UNIONTOWN","PA"
7,29,2013,"ENFIELD POLICE DEPARTMENT","ATTN: K-9 UNIT","293 ELM STREET, ENFIELD, CT 6082","ENFIELD","CT"
9,6,2013,"DAYTON POLICE DEPARTMENT","ATTN: K-9 UNIT","514 SIXTH AVENUE, DAYTON, KY 41074","DAYTON","KY"
6,26,2013,"EL CAJON POLICE DEPARTMENT","FORENSIC LABORATORY","K-9 UNIT, 100 CIVIC CENTER WAY, EL CAJON, CA 92020","EL CAJON","CA"
5,8,2013,"SHACKELFORD COUNTY SHERIFF OFFICE","ATTN: K-9 UNIT / (B6)","791 US HWY 180 WEST, ALBANY, TX 76430","ALBANY","TX"
4,18,2013,"VERSAILLES POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","110 COURT STREET, VERSAILLES, KY 40383","VERSAILLES","KY"
5,7,2013,"VILLAGE OF BALTIMORE POLICE","ATTN:K-9 UNIT","416 W. MARKET STREET, BALTIMORE, OH 43105","BALTIMORE","OH"
5,7,2013,"GALVESTON POLICE DEPARTMENT","ATTN: K-9 UNIT","300 S. CALIFORNIA ST., P.O. BOX 188, GALVESTON, IN 46932","GALVESTON","IN"
6,11,2013,"LOUDOUN COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT / (B6)","42035 LOUDOUN CENTER PLACE, LEESBURG, VA 20175","LEESBURG","VA"
9,2,2010,"MANASSAS POLICE DEPARTMENT",NA,"9518 FAIRVIEW AVE., MANASSAS, VA 20110","MANASSAS","VA"
2,19,2010,"CITY OF MANASSAS PARK POLICE DEPARTMENT",NA,"329 MANASSAS DRIVE, MANASSAS PARK, VA 20111","MANASSAS PARK","VA"
1,14,2010,"MCLEAN COUNTY SHERIFF'S OFFICE",NA,"104 W. FRONT STREET, BLOOMINGTON, IL 61702","BLOOMINGTON","IL"
1,21,2010,"LAWRENCE COUNTY POLICE DEPARTMENT",NA,"1420 I STREET, BEDFORD, IN 47421","BEDFORD","IN"
2,5,2010,"SOUTHERN PINES POLICE DEPARTMENT","(B6)","450 W. PENNSYLVANIA AVE., SOUTHERN PINES, NC 28387","SOUTHERN PINES","NC"
12,29,2009,"GLENWOOD SPRINGS POLICE DEPT.",NA,"101 W. 8TH STREET, GLENWOOD SPRINGS, CO 81601","GLENWOOD SPRINGS","CO"
1,13,2010,"BUHL POLICE DEPARTMENT","ATT: (B6)","201 BROADWAY AVE N, BUHL, ID 83316","BUHL","ID"
6,17,2010,"DEPARTMENT OF VETERANS AFFAIRS","VETERANS AFFAIRS POLICE DEPARTMENT","10535 HOSPITAL WAY, ROOM #SP1B018B-650-SMC, MATHER, CA 95655","MATHER","CA"
12,31,2009,"FAYETTE COUNTY SHERIFF'S OFFICE",NA,"220 NORTH INDUSTRIAL PARKWAY, WEST UNION, IA 52175","WEST UNION","IA"
6,15,2010,"(B6)","STATE OF TX UNIV. HICKORY HALL 004","1417 WEST HICKORY ST, HICKORY HALL 001, DENTON, TX 76201","DENTON","TX"
2,23,2010,"RICHMOND POLICE DEPARTMENT","CANINE UNIT","239 W. MAIN ST., RICHMOND, KY 40475","RICHMOND","KY"
2,1,2010,"STILLWATER COUNTY SHERIFFS OFFICE","CANINE UNIT","400 E. 3RD AVENUE NORTH, PO BOX 729, COLUMBUS, MT 59019","COLUMBUS","MT"
9,20,2010,"CITY OF JACKSON POLICE DEPARTMENT","ATTN: K-9 UNIT","234 INSTITUTE, JACKSON, TN 38301","JACKSON","TN"
4,29,2010,"ALTAMONT POLICE DEPARTMENT","(B6)","202 NORTH SECOND STREET, ALTAMONT, IL 62411","ALTAMONT","IL"
1,26,2010,"DENVER SHERIFF DEPARTMENT","B6, DEPUTY SHERIFF","520 W. COLFAX AVE, SHERIFF OFFICE COURT SERVICE, DENVER, CO 80204","DENVER","CO"
4,18,2012,"SHAMROCK POLICE DEPARTMENT","ATTN: K9 UNIT","122 W 2ND STREET, SHAMROCK, TX 79079","SHAMROCK","TX"
3,15,2012,"(B6)","HENNESSEY POLICE DEPARTMENT","ATTN: K9 UNIT, 110 EAST SECOND STREET, HENNESSEY, OK 73742","HENNESSEY","OK"
4,16,2012,"BRIDGETON POLICE DEPARTMENT",NA,"12355 NATURAL BRIDGE, BRIDGETON, MO 63044","BRIDGETON","MO"
4,13,2012,"LINCOLN COUNTY SHERIFF","ATTN: K-9 UNIT","302 N. JEFFERS, NORTH PLATTE, NE 69101","NORTH PLATTE","NE"
5,9,2012,"(B6)","VERDIGRIS POLICE DEPARTMENT","25757 S. HWY 66, ATTN: K9 UNIT, CLAREMORE, OK 74019","CLAREMORE","OK"
8,9,2012,"GREENFIELD POLICE DEPARTMENT","ATTN: K9 UNIT","300 JEFFERSON STREET, GREENFIELD, OH 45123","GREENFIELD","OH"
10,3,2012,"APERTUS PHARMACEUTICALS",NA,"331 CONSORT DR., BALLWIN, MO 63011","BALLWIN","MO"
6,26,2012,"FORT MEADE K9","241ST MILITARY POLICE DETACHMENT","6617 YORK AVENUE, BLDG 6617, FORT MEADE, MD 20755","FORT MEADE","MD"
5,3,2012,"RAWLINS POLICE DEPARTMENT","ATTN: (B6), CANINE HANDLER","PO BOX 953, 215 5TH STREET, RAWLINS, WY 82301","RAWLINS","WY"
5,17,2012,"MURFREESBORO POLICE DEPARTMENT","ATTN: K-9 UNIT","115 E BROAD STREET, PO BOX 503, MURFREESBORO, NC 27855","MURFREESBORO","NC"
9,20,2012,"OAK PARK POLICE DEPARTMENT","ATTN: K-9 UNIT","123 MADISON STREET, OAK PARK, IL 60302","OAK PARK","IL"
8,6,2012,"SPRING ISD POLICE DEPT","(B6)","210 NORTH FOREST BLVD, HOUSTON, TX 77090","HOUSTON","TX"
6,26,2012,"DANOX ENVIRONMENTAL SERVICES INC.",NA,"767 PEACHTREE PARKWAY, SUITE 2, CUMMING, GA 30041","CUMMING","GA"
4,25,2014,"MISSOURI STATE HWY PATROL TROOP DK9","ATTN: K-9 UNIT / (B6)","3131 E KEARNEY, SPRINGFIELD, MO 65803","SPRINGFIELD","MO"
5,21,2014,"STERLING HEIGHTS POLICE DEPARTMENT","RECORDS BUREAU","40333 DODGE PARK ROAD, STERLING HEIGHTS, MI 48313","STERLING HEIGHTS","MI"
3,31,2014,"SPEEDWAY POLICE DEPARTMENT","ATTN: K-9 UNIT (B6)","1410 NORTH LYNHURST DRIVE, INDIANAPOLIS, IN 46224","INDIANAPOLIS","IN"
4,8,2014,"WELLS COUNTY SHERIFF OFFICE","ATTN: K-9 UNIT","1615 W WESTERN AVENUE, BLUFFTON, IN 46714","BLUFFTON","IN"
3,14,2014,"KOSSUTH COUNTY SHERIFFS","ATTN: K-9 UNIT","121 W. STATE, ALGONA, IA 50511","ALGONA","IA"
3,13,2014,"CITY OF SUMTER POLICE DEPARTMENT-K9 UNIT","(B6)","107 EAST HAMPTON AVENUE, SUMTER, SC 29150","SUMTER","SC"
3,13,2014,"HERNANDO COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","18900 CORTEZ BLVD., BROOKSVILLE, FL 34601","BROOKSVILLE","FL"
11,25,2014,"(B6)",NA,"600 N. WOLFE STREET, IDS PHARMACY, OSLER 100, BALTIMORE, MD 21287","BALTIMORE","MD"
6,20,2014,"CABOOL POLICE DEPARTMENT","ATTN: K-9 UNIT","510 CEDAR STREET, P.O. BOX 710, CABOOL, MO 65689","CABOOL","MO"
8,5,2014,"SHERBURNE COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","13880 BUSINESS CENTER DRIVE, ELK RIVER, MN 55330","ELK RIVER","MN"
4,8,2014,"(B6)","OKLAHOMA DEPT OF CORRECTIONS","HOWARD MCLEOD CORRECTIONAL FAC, 1970 EAST WHIPPOORWILL LANE, ATOKA, OK 74525","ATOKA","OK"
4,2,2014,"POTH POLICE DEPARTMENT","ATTN: K-9 UNIT","200 NORTH CARROLL STREET, POTH, TX 78147","POTH","TX"
5,16,2014,"THOMASVILLE POLICE DEPARTMENT","CITY OF THOMASVILLE","ATTN: K-9 UNIT, 137 ADAMS AVENUE, PO BOX 127, THOMASVILLE, AL 36784","THOMASVILLE","AL"
5,16,2014,"CITY OF LAKEWAY POLICE DEPARTMENT","ATTN: K-9 UNIT","104 CROSS CREEK, LAKEWAY, TX 78734","LAKEWAY","TX"
