"Month","Date","Year","NAME","ADDL.CO.INFO","GeoAddress","City","State","lon","lat"
8,18,2015,"(B6)","TEXAS SCOTTISH RITE HOSPITAL","2222 WELBORN STREET, DALLAS, TX 75219","DALLAS","TX",-96.8138766,32.8023784
11,19,2015,"(B6)","UVA FE DREIFUSS COMP EPILEPSY PROGRAM","560 RAY C HUNT DRIVE, CHARLOTTESVILLE, VA 22903","CHARLOTTESVILLE","VA",-78.5244249,38.0254566
3,14,2016,"(B6)","CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE","1001 JOHNSON FERRY ROAD, MAIN PHARMACY, ATLANTA, GA 30342","ATLANTA","GA",-84.3699767,33.8856615
5,18,2015,"B6",NA," , AURORA, CO 80045","AURORA","CO",-104.8367063,39.7503186
2,24,2015,"SMITH COUNTY PCT 5 CONSTABLE OFFICE","ATTN: K-9 UNIT","2616 S. MAIN STREET, POB 609, LINDALE, TX 75771","LINDALE","TX",-95.4093998,32.5156971
7,16,2015,"(B6)","MECKLENBURG NEUROLOGICAL ASSOCIATES PA","1900 SCOTT AVENUE, CHARLOTTE, NC 28203","CHARLOTTE","NC",-80.8449999,35.2007892
9,15,2015,"IRONHEART HIGH PERFORMANCE WORKING DOGS",NA,"3753 INDIANA ROAD, POMONA, KS 66076","POMONA","KS",-95.3576,38.6575
6,8,2015,"(B6)",NA," , SEATTLE, WA 98122","SEATTLE","WA",-122.2964235,47.6087583
3,5,2015,"LYNNFIELD POLICE DEPARTMENT","ATTN: K-9 UNIT/(B6)","55 SUMMER STREET, LYNNFIELD, MA 1940","LYNNFIELD","MA",-71.0472557,42.5383191
4,1,2015,"JACKSON POLICE DEPARTMENT","ATTN: K-9 UNIT","P.O. BOX 1687, 150 EAST PEARL AVENUE, JACKSON, WY 83001","JACKSON","WY",-110.76,43.4782
4,3,2015,"LINCOLN POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","575 S 10TH STREET, LINCOLN, NE 68508","LINCOLN","NE",-96.7077091,40.8080835
9,2,2010,"(B6)","MOUNTAIN VIEW POLICE DEPARTMENT","114 SOUTH SECOND, MOUNTAIN VIEW, OK 73062","MOUNTAIN VIEW","OK",-98.745205,35.098152
9,8,2010,"(B6)","OKFUSKEE COUNTY SHERIFF'S DEPT","209 NORTH THIRD STREET, OKEMAH, OK 74859","OKEMAH","OK",-96.3035383,35.4328597
9,8,2010,"STAMFORD POLICE DEPARTMENT",NA,"805 BEDFORD STREET, STAMFORD, CT 6901","STAMFORD","CT",-73.5375362,41.0606486
1,7,2011,"(B6)","UNIVERSITY OF MARYLAND SCHOOL OF MED","20 PENN ST ROOM 5251, BALTIMORE, MD 21201","BALTIMORE","MD",-76.626317,39.287608
3,14,2012,"(B6)","UCSF DIVISION OF CARDIOLOGY","513 PARNASSUS AVENUE ROOM HSE736, SAN FRANCISCO, CA 94143","SAN FRANCISCO","CA",-122.4584652,37.7630467
11,26,2010,"WRIGHT COUNTY SHERIFF'S OFFICE","WRIGHT COUNTY SHERIFF'S OFFICE","719 2ND STREET SW, CLARION, IA 50525","CLARION","IA",-93.7353395,42.7259315
2,24,2012,"(B6)","PAIN CARE LLC","1365 ROCK QUARRY ROAD, SUITE 202, STOCKBRIDGE, GA 30281","STOCKBRIDGE","GA",-84.2306038,33.5151554
2,24,2012,"(B6)","PENN PAIN MEDICINE CENTER","TUTTLEMAN CENTER, 1840 SOUTH STREET, PHILADELPHIA, PA 19146","PHILADELPHIA","PA",-75.1732249,39.9443579
10,15,2010,"DAVENPORT POLICE DEPARTMENT","(B6)","416 N HARRISON STREET, DAVENPORT, IA 52801","DAVENPORT","IA",-90.5777869,41.5238984
10,5,2010,"CLARENDON COUNTY SHERIFF'S OFFICE","(B6)","LIMITED TO OFFICIAL COUNTY DUTIES ONLY, 217 COMMERCE STREET, PO BOX 1289, MANNING, SC 29102","MANNING","SC",-80.2109134,33.6951627
3,16,2011,"WENDLING PROGRESSIVE K9 ACADEMY LLC","(B6)","4414 CEDAR DRIVE, WALNUTPORT, PA 18088","WALNUTPORT","PA",-75.558586,40.769169
2,3,2011,"NORTH ADAMS POLICE DEPARTMENT","ATTN: K-9 UNIT","11 SUMMER STREET, NORTH ADAMS, MA 1247","NORTH ADAMS","MA",-73.112996,42.6980032
11,1,2010,"MISSOULA POLICE DEPARTMENT","(B6)","435 RYMAN STREET, MISSOULA, MT 59802","MISSOULA","MT",-113.994978,46.874467
2,24,2011,"(B6)","FAYETTEVILLE POLICE DEPARTMENT","100-A WEST ROCK STREET, FAYETTEVILLE, AR 72701","FAYETTEVILLE","AR",-94.1609699,36.0611393
2,1,2011,"HUMBLE POLICE DEPARTMENT",NA,"310 BENDER AVENUE, HUMBLE, TX 77338","HUMBLE","TX",-95.267837,29.999841
10,4,2010,"PLAINFIELD POLICE DEPARTMENT",NA,"210 NORWICH ROAD, PLAINFIELD, CT 6374","PLAINFIELD","CT",-71.9046441,41.7052419
1,5,2012,"TSTC WACO POLICE DEPARTMENT","ATTN: (B6)","1101 AIRLINE DRIVE, WACO, TX 76705","WACO","TX",-97.0798496,31.6379361
2,22,2012,"UNIVERSITY OF ARKANSAS POLICE","ATTN: K-9 UNIT","155 SOUTH RAZORBACK ROAD, FAYETTEVILLE, AR 72701","FAYETTEVILLE","AR",-94.1810358,36.0617019
12,15,2011,"PARKER COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","129 HOGLE ST, WEATHERFORD, TX 76086","WEATHERFORD","TX",-97.7880429,32.7603371
2,14,2012,"WOODRUFF POLICE DEPARTMENT-K9 UNIT","(B6)","LIMITED TO OFFICIAL DUTIES ONLY AT, 231 EAST HAYNE STREET, WOODRUFF, SC 29388","WOODRUFF","SC",-82.035374,34.7396109
1,31,2012,"SALEM POLICE DEPARTMENT","(B6)","555 LIBERTY STREET SE, ROOM 130, SALEM, OR 97301","SALEM","OR",-123.0417435,44.9361354
2,14,2012,"ROCK ISLAND POLICE DEPARTMENT","ATTN: K-9 UNIT","316 16TH ST, ROCK ISLAND, IL 61201","ROCK ISLAND","IL",-90.5775909,41.5091442
5,1,2012,"CITY OF CARBONDALE POLICE DEPT","ATTN: K-9 UNIT","501 S WASHINGTON, CARBONDALE, IL 62901","CARBONDALE","IL",-89.2143032,37.7220014
4,12,2013,"PAPILLION POLICE DEPARTMENT","ATTN: K9 UNIT","1000 E 1ST STREET, PAPILLION, NE 68046","PAPILLION","NE",-96.0324904,41.1566017
5,18,2012,"WHITE EARTH POLICE DEPARTMENT","ATTN: K9 UNIT","35500 EAGLE VIEW ROAD, PO BOX 269, WHITE EARTH, MN 56591","WHITE EARTH","MN",-95.839551,47.099186
3,21,2012,"VILLAGE OF DUNDEE POLICE DEPARTMENT","ATTN: K9 UNIT","350 W. MONROE STREET, DUNDEE, MI 48131","DUNDEE","MI",-83.6584201,41.9558873
2,23,2012,"CUMBERLAND COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","220 N. LAUREL STREET, BRIDGETON, NJ 8302","BRIDGETON","NJ",-75.2305953,39.4351145
6,4,2012,"UNION BEACH POLICE DEPARTMENT","ATTN: K-9 UNIT","650 POOLE AVENUE, UNION BEACH, NJ 7735","UNION BEACH","NJ",-74.1790677,40.4392512
1,10,2012,"CLARKSVILLE POLICE DEPARTMENT","ATTN: K-9 UNIT","1584 VISTA LANE, CLARKSVILLE, TN 37043","CLARKSVILLE","TN",-87.3210308,36.5074022
2,22,2012,"SCOTLAND COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","212 BIGGS STREET, LAURINBURG, NC 28352","LAURINBURG","NC",-79.4597428,34.7753385
3,19,2012,"ABINGTON TOWNSHIP POLICE DEPARTMENT","ATTN: K-9 UNIT","2200 FLOREY LANE, ROSLYN, PA 19001","ROSLYN","PA",-75.1360261,40.1161374
6,28,2012,"(B6)","UNIVERSITY OF CALIFORNIA","DEPT. OF MOLECULAR, CELLULAR & DEV BIOLOGY, 4168 BIO 2 BUILDING, SANTA BARBARA, CA 93106","SANTA BARBARA","CA",-0.1894739,5.6547967
6,12,2012,"PENSACOLA POLICE DEPARTMENT","ATTN: K9 UNIT OFFICER(B6)","711 N HAYNE STREET, PENSACOLA, FL 32501","PENSACOLA","FL",-87.2133884,30.4208817
5,21,2012,"ITASCA COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","440 1ST AVE. NE, GRAND RAPIDS, MN 55744","GRAND RAPIDS","MN",-93.5261582,47.2365314
9,11,2012,"MINNESOTA DEPT. OF CORRECTIONS","ATTN: K-9 UNIT","1000 LAKESHORE DRIVE, MOOSE LAKE, MN 55767","MOOSE LAKE","MN",-92.7617308,46.4364556
1,10,2012,"CITY OF COLUMBIA POLICE DEPARTMENT, K-9 UNIT","(B6)","1 JUSTICE SQUARE, ROOM 117, PO BOX 1059, COLUMBIA, SC 29201","COLUMBIA","SC",-81.040384,34.0029699
3,19,2012,"PIEDMONT POLICE DEPARTMENT","ATTN: K-9 UNIT","121 WEST LADIGA STREET, PIEDMONT, AL 36272","PIEDMONT","AL",-85.6123999,33.923
4,19,2012,"(B6)","MASSACHUSETS INSTITUTE OF TECHNOLOGY","244 WOOD STREET, S4-307B, LEXINGTON, MA 2420","LEXINGTON","MA",-71.2686217,42.458707
7,3,2012,"DOWAGIAC POLICE DEPARTMENT","ATTN: K9-UNIT","241 SOUTH FRONT STREET, DOWAGIAC, MI 49047","DOWAGIAC","MI",-86.1097631,41.9812797
11,2,2012,"FAIRHOPE POLICE DEPARTMENT","ATTN: K-9 UNIT","107 N SECTION ST, FAIRHOPE, AL 36532","FAIRHOPE","AL",-87.9035158,30.5260086
1,20,2012,"LA GRANGE POLICE DEPARTMENT","ATTN: K-9 UNIT","121 W. MAIN ST., LA GRANGE, KY 40031","LA GRANGE","KY",-85.3798202,38.4071702
5,31,2012,"JEFFERSON COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","606 3RD ST., FAIRBURY, NE 68352","FAIRBURY","NE",-97.1784568,40.1340809
4,23,2012,"ORANGEBURG COUNTY SHERIFF'S OFFICE-K9 UNIT","(B6)","LIMITED TO OFFICIAL COUNTY DUTIES ONLY, 1032 CHESTNUT STREET, PO DRAWER 9000, ORANGEBURG, SC 29115","ORANGEBURG","SC",-80.8556476,33.4918203
6,8,1992,"WALL TOWNSHIP POLICE DEPT",NA,"2700 ALLAIRE ROAD, P.O. BOX 1168, WALL TOWNSHIP, NJ 7719","WALL TOWNSHIP","NJ",-74.0711711,40.1541036
3,29,1993,"CAYMAN CHEMICAL COMPANY",NA,"1180 EAST ELLSWORTH ROAD, ANN ARBOR, MI 48108","ANN ARBOR","MI",-83.724039,42.2287074
10,2,2012,"PULASKI COUNTY ILLINOIS SHERIFFS DEPT","ATTN: K-9 UNIT","500 ILLINOIS AVENUE, ROOM A, MOUND CITY, IL 62963","MOUND CITY","IL",-89.162141,37.088985
7,17,2012,"CARROLL COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","310 WEST MAIN, DELPHI, IN 46923","DELPHI","IN",-86.6766911,40.5847654
7,25,2012,"WHITEHOUSE POLICE DEPARTMENT","CHIEF OF POLICE (B6)","P.O. BOX 776, 101 B BASCOM ROAD, WHITEHOUSE, TX 75791","WHITEHOUSE","TX",-95.2212427,32.2274237
10,10,2012,"CLAY CO SHERIFF DEPT","ATTN: K-9 UNIT","539 LINCOLN AVE, CLAY CENTER, KS 67432","CLAY CENTER","KS",-97.1257223,39.3762631
7,20,2012,"WATAUGA POLICE DEPARTMENT","ATTN: K-9 UNIT","7101 WHITLEY ROAD, WATAUGA, TX 76148","WATAUGA","TX",-97.256499,32.8752
7,25,2012,"GALLATIN COUNTY SHERIFF'S OFFICE","ATTN: DEPUTY (B6) / CANINE UNIT","615 SOUTH 16TH AVENUE, BOZEMAN, MT 59715","BOZEMAN","MT",-111.0594897,45.6729246
7,16,2012,"(B6)","PUSHMATAHA COUNTY SHERIFFS OFFICE","207 SW 3RD STREET, ATTN K9 UNIT, ANTLERS, OK 74523","ANTLERS","OK",-95.6202476,34.231212
7,26,2012,"WINDSOR HEIGHTS POLICE DEPARTMENT","ATTN: K-9 UNIT","1133 66TH ST, WINDSOR HEIGHTS, IA 50324","WINDSOR HEIGHTS","IA",-93.7081479,41.5991658
10,5,2012,"JOHNSON COUNTY SHERIFF'S OFFICE - KAYCEE OFFICE","ATTN: B6, CANINE OFFICER","224 HOLT AVENUE, P. O. BOX 70, KAYCEE, WY 82639","KAYCEE","WY",-106.6349824,43.7137269
8,1,2012,"DALLAS POLICE DEPARTMENT CANINE","ATTN: K-9 UNIT","PAN AMERICAN BUILDING/FAIR PARK, 1331 S. WASHINGTON STREET, DALLAS, TX 75210","DALLAS","TX",-96.7580106,32.781376
8,9,2012,"GREENEVILLE POLICE DEPARTMENT","ATTN: K-9 UNIT /  (B6)","200 N COLLEGE STREET, GREENEVILLE, TN 37745","GREENEVILLE","TN",-82.8281266,36.1637528
4,12,2013,"ENERGY POLICE DEPARTMENT","ATTN: (B6)","210 NORTH PERSHING, ENERGY, IL 62933","ENERGY","IL",-89.0264073,37.7750008
8,1,2012,"NYS UNIVERSITY POLICE / ALBANY","ATTN: K9-UNIT","1400 WASHINGTON AVENUE, ALBANY, NY 12222","ALBANY","NY",-73.8219237,42.6850065
7,26,2012,"(B6)","KINGFISHER SHERIFFS OFFICE","ATTN: K-9 UNIT/ , 119 SOUTH MAIN, KINGFISHER, OK 73750","KINGFISHER","OK",-97.9317203,35.861432
7,31,2012,"WHEELER COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","7944 N US HWY 83, BOX 88, WHEELER, TX 79096","WHEELER","TX",-100.2709552,35.4453257
8,18,2008,"MEADVILLE CITY POLICE DEPT.",NA,"SUITE 101, 894 DIAMOND PARK, MEADVILLE, PA 16335","MEADVILLE","PA",-80.1503277,41.6387365
5,5,2008,"(B6)","BLACKWELL POLICE DEPT.","224 W BLACKWELL AVENUE, BLACKWELL, OK 74631","BLACKWELL","OK",-97.2853292,36.8046362
8,12,2008,"ROME POLICE DEPT","ATTN: K-9 UNIT","301 NORTH JAMES STREET, ROME, NY 13440","ROME","NY",-75.4554865,43.2135526
3,18,2011,"MORGANTOWN CITY POLICE DEPT (K-9 UNIT)",NA,"300 SPRUCE STREET, MORGANTOWN, WV 26505","MORGANTOWN","WV",-79.9543106,39.6293101
1,8,2009,"MARIETTA POLICE DEPARTMENT","(B6)","240 LEMON STREET, MARIETTA, GA 30060","MARIETTA","GA",-84.5453472,33.9545998
6,9,2008,"FULTON COUNTY SHERIFF'S DEPARTMENT","ATTN: K-9 UNIT","815 MADISON ST, ROCHESTER, IN 46975","ROCHESTER","IN",-86.2143756,41.0658597
5,29,2008,"FAUQUIER COUNTY SHERIFFS OFFICE",NA,"78 WEST LEE ST, WARRENTON, VA 20186","WARRENTON","VA",-77.7986942,38.7129445
7,25,2008,"CITY OF BLOOMINGTON POLICE DEPARTMENT",NA,"1800 WEST OLD SHAKOPEE ROAD, BLOOMINGTON, MN 55431","BLOOMINGTON","MN",-93.3023718,44.825385
12,28,2007,"MAULDIN POLICE DEPARTMENT","(B6), CHIEF","5 EAST BUTLER ROAD, PO BOX 249, MAULDIN, SC 29662","MAULDIN","SC",-82.3086836,34.7795418
10,10,2007,"CONROE ISD POLICE DEPARTMENT",NA,"2900 N. LOOP 336 E., CONROE, TX 77301","CONROE","TX",-95.4083758,30.3305873
11,8,2007,"FARGO POLICE DEPARTMENT K9 UNIT","ATTN:  (B6)","222 4TH ST N, FARGO, ND 58102","FARGO","ND",-96.7849468,46.8787775
9,26,2000,"GREENWICH POLICE",NA,"11 BRUCE PLACE, GREENWICH, CT 6836","GREENWICH","CT",-73.6246617,41.025619
9,28,2000,"CLEMSON CITY POLICE DEPARTMENT-K-9 UNIT","(B6)","1198 TIGER BOULEVARD, CLEMSON, SC 29631","CLEMSON","SC",-82.8303487,34.6900515
9,20,2000,"INTERQUEST DETECTION",NA,"OF NORTH TEXAS, 370 CAGLE CROW ROAD, MANSFIELD, TX 76063","MANSFIELD","TX",-97.194528,32.612891
7,14,2014,"NORTH DAKOTA STATE UNIVERSITY,LANGDON RESEARCH CENTER","(B6)","9280 107TH AVE. NE, LANGDON, ND 58249","LANGDON","ND",-98.3430392,48.8556396
12,14,2000,"BLACK HAWK COUNTY SHERIFF'S","OFFICE"," 225 E 6TH STREET, WATERLOO, IA 50703","WATERLOO","IA",-92.3338762,42.4976057
1,4,2001,"INTERQUEST DETECTION CANINES","OF CENTRAL VALLEY","4504 MCCAULY, PO BOX 238, DENAIR, CA 95316","DENAIR","CA",-120.797224,37.517427
11,20,2000,"CITY OF OCOEE POLICE",NA,"A MUNICIPAL CORPORATION, 646 OCOEE COMMERCE PARKWAY, OCOEE, FL 34761","OCOEE","FL",-81.5340453,28.548818
8,29,2012,"LINCOLN UNIVERSITY","ATTN: K-9 UNIT","1570 BALTIMORE PIKE, LINCOLN UNIVERSITY, PA 19352","LINCOLN UNIVERSITY","PA",-75.9262225,39.8104804
9,28,2012,"BRAZIL POLICE DEPARTMENT","ATTN: K9 UNIT / (B6)","22 SOUTH WASHINGTON STREET, BRAZIL, IN 47834","BRAZIL","IN",-87.1259993,39.5232553
12,5,2012,"WASHINGTON COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT / (B6)","15015 62ND STREET, N, STILLWATER, MN 55082","STILLWATER","MN",-92.801272,45.038063
12,6,2013,"CHAMPAIGN COUNTY SHERIFF'S OFFICE","ATTN: K9 UNIT","204 EAST MAIN STREET, URBANA, IL 61801","URBANA","IL",-88.2058163,40.1130437
6,4,2012,"CHAUTAUQUA COUNTY SHERIFFS OFFICE","ATTN: K9 UNIT","15 E CHAUTAUQUA STREET, MAYVILLE, NY 14757","MAYVILLE","NY",-79.5036384,42.2546332
5,3,2012,"HENRY COUNTY SHERIFFS OFFICE","ATTN: K9 UNIT/(B6)","311 W CENTER STREET, CAMBRIDGE, IL 61238","CAMBRIDGE","IL",-90.1972363,41.3027235
6,26,2012,"ELLSWORTH CORRECTIONAL FACILITY","ATTN: K9 UNIT","1607 STATE STREET, ELLSWORTH, KS 67439","ELLSWORTH","KS",-98.2344253,38.7471507
7,23,2012,"(B6)","COMMAND K9 SERVICES","222 EAGLE RIDGE LANE, KALISPELL, MT 59901","KALISPELL","MT",-114.3673529,48.1870584
4,27,2011,"US FISH & WILDLIFE DEPT","(B6)","US FISH & WILDLIFE SERVICE, 7071 RIVERVIEW ROAD, THOMSON, IL 61285","THOMSON","IL",-82.0876637,27.0525251
5,26,2011,"NORWALK POLICE DEPARTMENT","ATTN: K-9 UNIT","1 MONROE ST, NORWALK, CT 6856","NORWALK","CT",-73.4196033,41.0966951
3,28,2011,"ST. LANDRY PARISH SHERIFF DEPT","ATTN: K-9 UNIT B6","P. O. BOX 1029, 108 N. MARKET ST., OPELOUSAS, LA 70570","OPELOUSAS","LA",-92.0839366,30.5345072
6,9,2011,"READING POLICE DEPARTMENT","ATTN: K-9 UNIT","815 WASHINGTON STREET, READING, PA 19601","READING","PA",-75.921438,40.3372886
6,13,2011,"CHESTER COUNTY SHERIFF OFFICE","(B6)","201 WEST MARKT STREET, SUITE 1201, WEST CHESTER, PA 19380","WEST CHESTER","PA",-75.6077315,39.9582586
4,1,2011,"ANN ARBOR POLICE DEPARTMENT","K9 UNIT","301 E HURON, ANN ARBOR, MI 48104","ANN ARBOR","MI",-83.7456,42.2813389
6,15,2011,"BRISTOL COUNTY SHERIFFS OFFICE","K-9 UNIT","400 FAUNCE CORNER ROAD, NORTH DARTMOUTH, MA 2747","NORTH DARTMOUTH","MA",-70.9949484,41.6657124
6,15,2011,"FULTON COUNTY SHERIFF'S OFFICE",NA,"K-9 UNIT, 268 W. WASHINGTON ST., LEWISTOWN, IL 61542","LEWISTOWN","IL",-90.1603025,40.3970337
3,31,2011,"EAST BATON ROUGE SHERIFF'S OFFICE","(B6)","8900 JIMMY WEDELL DRIVE, BATON ROUGE, LA 70807","BATON ROUGE","LA",-91.1569986,30.5286317
9,14,2011,"(B6)","BETH ISRAEL DEACONESS MEDICAL CENTER","99 BROOKLINE AVENUE, RESEARCH NORTH, ROOM 325, BOSTON, MA 2215","BOSTON","MA",NA,NA
4,29,2011,"MILFORD POLICE DEPARTMENT","ATTN: K-9 UNIT","19 GARDEN STREET, MILFORD, NH 3055","MILFORD","NH",-71.6528749,42.8343227
6,13,2011,"ABSOLUTE STANDARDS, INC.",NA,"44 ROSSOTTO DRIVE, HAMDEN, CT 6514","HAMDEN","CT",-72.918443,41.394884
9,28,2012,"(B6)","SEQUOYAH COUNTY SHERIFF'S DEPT","ATTN:  K-9 UNIT, 119 S OAK STREET, SALLISAW, OK 74955","SALLISAW","OK",-94.7886371,35.458419
9,27,2012,"NAVAL AIR STATION PATUXENT RIVER","ATTN: K9 UNIT","MWD N3AT, 47372 BUSE RD. BLDG. 469, PATUXENT RIVER, MD 20670","PATUXENT RIVER","MD",-76.4438216,38.2712362
7,16,2012,"LYON COUNTY SHERIFF'S OFFICE",NA,"410 S BOONE STREET, ROCK RAPIDS, IA 51246","ROCK RAPIDS","IA",-96.1690849,43.4277014
7,18,2012,"MISSOURI STATE HIGHWAY PATROL","TROOP B","308 PINE CREST, MACON, MO 63552","MACON","MO",-92.4764769,39.7501147
12,6,2012,"MN DEPT OF CORRECTIONS STILLWATER","ATTN: K-9 UNIT","970 PICKETT ST N, BAYPORT, MN 55003","BAYPORT","MN",-92.7871193,45.0278108
6,22,2012,"(B6)","MEDFORD POLICE DEPARTMENT","123 S MAIN ST, MEDFORD, OK 73759","MEDFORD","OK",-97.7349968,36.8067369
6,21,2012,"LOUISIANA STATE UNIVERSITY POLICE DEPARTMENT","RIVER ROAD ANNEX BUILDING","101 PUBLIC SAFETY BUILDING, SOUTH STADIUM ROAD, BATON ROUGE, LA 70803","BATON ROUGE","LA",-91.1846995,30.413064
6,25,2012,"CLEVELAND COUNTY SHERIFFS OFFICE","ATTN: K9-UNIT","100 JUSTICE PLACE, SHELBY, NC 28150","SHELBY","NC",-81.535971,35.2908324
8,29,2012,"LEWISTOWN POLICE DEPARTMENT","ATTN: K-9 UNIT","21 S BROWN STREET, LEWISTOWN, PA 17044","LEWISTOWN","PA",-77.572187,40.5977911
6,25,2012,"BUTLER COUNTY SHERIFF'S","ATTN: K-9 UNIT /(B6)","300 SOUTH MAIN STREET, BUTLER, PA 16001","BUTLER","PA",-79.8958157,40.8584001
8,20,2012,"ST LOUIS METROPOLITAN POLICE","CANINE UNIT","1915 OLIVE, OFFICE 463, SAINT LOUIS, MO 63103","SAINT LOUIS","MO",-90.2077081,38.6319548
7,24,2012,"FOWLERVILLE POLICE DEPARTMENT","ATTN: K-9 UNIT","213 S. GRAND AVE., FOWLERVILLE, MI 48836","FOWLERVILLE","MI",-84.0730696,42.6591839
10,18,2012,"1ST LAW ENFORCEMENT BATTALION","ATTN: K9 UNIT","BOX 555350, CAMP PENDLETON, CA 92055","CAMP PENDLETON","CA",-117.4321452,33.4209412
7,25,2012,"STORM LAKE POLICE DEPARTMENT","ATTN: K-9 HANDLER","401 EAST MILWAUKEE AVENUE, STORM LAKE, IA 50588","STORM LAKE","IA",-95.1968717,42.6474818
7,23,2013,"(B6)","MABEL BASSETT CORRECTIONAL CTR","29501 KICKAPOO ROAD, MCLOUD, OK 74851","MCLOUD","OK",-97.129811,35.44509
7,22,2013,"(B6)","GRADY COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT, 1044 COUNTY STREET 2973, BLANCHARD, OK 73010","BLANCHARD","OK",-97.7018046,35.2414353
11,15,2013,"MANHEIM BOROUGH POLICE DEPARTMENT","ATTN: K-9 UNIT","4 SOUTH WOLF STREET, MANHEIM, PA 17545","MANHEIM","PA",-76.3943269,40.1639971
9,30,2013,"CLINTON POLICE DEPARTMENT","ATTN: K-9 UNIT","222 LISBON STREET, PO BOX 986, CLINTON, NC 28329","CLINTON","NC",-78.321737,34.995984
5,21,2014,"WASHTENAW COUNTY SHERIFF OFFICE","ATTN: K-9 UNIT","2201 HOGBACK ROAD, ANN ARBOR, MI 48105","ANN ARBOR","MI",-83.6807635,42.256019
1,30,2014,"(B6)","KECK GRADUATE INSTITUTE","517 WATSON DRIVE, ROOM 123, CLAREMONT, CA 91711","CLAREMONT","CA",-117.7227759,34.0925176
9,25,2013,"HENNEPIN COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT/(B6)","9401 83RD AVENUE NORTH, BROOKLYN PARK, MN 55445","BROOKLYN PARK","MN",-93.3991301,45.1044859
8,14,2013,"U.S. VETERANS AFFAIRS POLICE DEPARTMENT","ATTN: K-9 UNIT","950 CAMPBELL AVENUE, WEST HAVEN, CT 6516","WEST HAVEN","CT",-72.9576103,41.2844004
7,30,2013,"BORGER POLICE DEPARTMENT","ATTN: K-9 UNIT","611 N WEATHERLY STREET, P.O. BOX 5250, BORGER, TX 79007","BORGER","TX",-101.3887748,35.6718323
10,4,2013,"ST. JOHNS COUNTY SHERIFF'S OFFICE","K-9 UNIT / (B6)","4015 LEWIS SPEEDWAY, SAINT AUGUSTINE, FL 32084","SAINT AUGUSTINE","FL",-81.3366741,29.9400258
11,5,2013,"PULASKI COUNTY SHERIFF'S DEPT.",NA,"301 OLD RTE 66 EAST SUITE 136, WAYNESVILLE, MO 65583","WAYNESVILLE","MO",-92.1512024,37.8202174
10,18,2013,"VILLAGE OF GREENDALE POLICE DEPARTMENT","ATTN: K-9 UNIT","5911 W GRANGE AVENUE, GREENDALE, WI 53129","GREENDALE","WI",-87.9873943,42.9441275
8,7,2013,"(B6)","GEARY POLICE DEPARTMENT","129 NW 5TH, GEARY, OK 73040","GEARY","OK",-98.3178253,35.6362395
9,4,2013,"WINTER GARDEN POLICE DEPARTMENT","ATTN: K-9 UNIT / OFC. (B6)","251 W. PLANT STREET, WINTER GARDEN, FL 34787","WINTER GARDEN","FL",-81.5883902,28.5656016
10,10,2013,"CLAYTON POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","315 E. SECOND STREET, CLAYTON, NC 27520","CLAYTON","NC",-78.4584134,35.6505473
8,9,2013,"(B6)","MUSKOGEE POLICE DEPARTMENT","ATTN: K-9 UNIT, 112 S 3RD STREET, MUSKOGEE, OK 74401","MUSKOGEE","OK",-95.3717835,35.7485197
9,26,2013,"WISE COUNTY SHERIFF'S OFFICE","K-9 UNIT","200 ROOK RAMSEY DRIVE, DECATUR, TX 76234","DECATUR","TX",-97.6110283,33.2314023
5,28,2014,"(B6)","529C SPAIN REHABILITATION CENTER","1717 6TH AVENUE SOUTH, BIRMINGHAM, AL 35249","BIRMINGHAM","AL",-86.8040872,33.504733
12,20,2013,"AIRWAY HEIGHTS CORRECTIONS CTR","ATTN: CAININE UNIT","11919 WEST SPRAGUE AVENUE, AIRWAY HEIGHTS, WA 99001","AIRWAY HEIGHTS","WA",-117.5784795,47.6536931
8,28,2013,"INDIANA STATE PRISON","ATTN: K-9 UNIT","1 PARK ROW, MICHIGAN CITY, IN 46360","MICHIGAN CITY","IN",-86.9140873,41.7034598
8,13,2013,"DICKINSON COUNTY SHERIFF","ATTN: K-9 UNIT","109 E 1ST STREET, ABILENE, KS 67410","ABILENE","KS",-97.2133274,38.916059
2,10,2014,"CORDOVA POLICE DEPARTMENT","ATTN: K-9 UNIT/OFC. (B6)","602 RAILROAD AVENUE, PO BOX 1210, CORDOVA, AK 99574","CORDOVA","AK",-145.7610323,60.5441221
3,11,2014,"CITY OF ROMA POLICE DEPARTMENT","ATTN: K-9 UNIT","987 E US HWY 83, PO BOX 947, ROMA, TX 78584","ROMA","TX",-98.9581318,26.4099107
